"","home_team_long_name","league_name","home_team_short_name","home_team_api_id","variable","value"
"4344","Norwich City","England Premier League","NOR",9850,"Stamina",774.694304099476
"4345","Chelsea","England Premier League","CHE",8455,"Stamina",810.941482253285
"4346","Stoke City","England Premier League","STK",10194,"Stamina",816.924665149665
"4347","Tottenham Hotspur","England Premier League","TOT",8586,"Stamina",819.956480299867
"4348","Southampton","England Premier League","SOU",8466,"Stamina",801.125819174627
"4349","Manchester City","England Premier League","MCI",8456,"Stamina",819.301688842478
"4350","Everton","England Premier League","EVE",8668,"Stamina",803.207102897103
"4351","Reading","England Premier League","REA",9798,"Stamina",775.771008939974
"4352","Liverpool","England Premier League","LIV",8650,"Stamina",814.464515030295
"4353","Wigan Athletic","England Premier League","WIG",8528,"Stamina",781.103199284449
"4354","Manchester United","England Premier League","MUN",10260,"Stamina",770.385297240714
"4355","Swansea City","England Premier League","SWA",10003,"Stamina",780.719122383253
"4356","Everton","England Premier League","EVE",8668,"Stamina",787.967221944722
"4357","Sunderland","England Premier League","SUN",8472,"Stamina",800.246985888843
"4358","Queens Park Rangers","England Premier League","QPR",10172,"Stamina",765.899349718382
"4359","Newcastle United","England Premier League","NEW",10261,"Stamina",797.599735390171
"4360","Swansea City","England Premier League","SWA",10003,"Stamina",752.301630454891
"4361","Wigan Athletic","England Premier League","WIG",8528,"Stamina",782.08931039556
"4362","Manchester City","England Premier League","MCI",8456,"Stamina",821.0329703667
"4363","Manchester United","England Premier League","MUN",10260,"Stamina",792.522481958782
"4364","Aston Villa","England Premier League","AVL",10252,"Stamina",809.31585762064
"4365","Tottenham Hotspur","England Premier League","TOT",8586,"Stamina",831.28662275001
"4366","Stoke City","England Premier League","STK",10194,"Stamina",817.215477115477
"4367","Arsenal","England Premier League","ARS",9825,"Stamina",782.554564404383
"4368","Southampton","England Premier League","SOU",8466,"Stamina",805.547980346789
"4369","Liverpool","England Premier League","LIV",8650,"Stamina",827.152015030295
"4370","Reading","England Premier League","REA",9798,"Stamina",774.239262908229
"4371","West Ham United","England Premier League","WHU",8654,"Stamina",787.588808736282
"4372","Fulham","England Premier League","FUL",9879,"Stamina",769.002417240153
"4373","Chelsea","England Premier League","CHE",8455,"Stamina",812.368140541234
"4374","Norwich City","England Premier League","NOR",9850,"Stamina",781.671336326509
"4375","RC Celta de Vigo","Spain LIGA BBVA","CEL",9910,"Stamina",747.997020406295
"4376","Real Betis Balompié","Spain LIGA BBVA","BET",8603,"Stamina",763.391013431013
"4377","RCD Espanyol","Spain LIGA BBVA","ESP",8558,"Stamina",738.023445471386
"4378","Getafe CF","Spain LIGA BBVA","GET",8305,"Stamina",745.862064104653
"4379","Málaga CF","Spain LIGA BBVA","MAL",9864,"Stamina",734.430551221852
"4380","Real Madrid CF","Spain LIGA BBVA","REA",8633,"Stamina",799.443916758441
"4381","Rayo Vallecano","Spain LIGA BBVA","RAY",8370,"Stamina",730.999225853229
"4382","Valencia CF","Spain LIGA BBVA","VAL",10267,"Stamina",796.212287940933
"4383","Granada CF","Spain LIGA BBVA","GRA",7878,"Stamina",759.550381654916
"4384","Athletic Club de Bilbao","Spain LIGA BBVA","BIL",8315,"Stamina",791.01592505196
"4385","CA Osasuna","Spain LIGA BBVA","OSA",8371,"Stamina",781.025026392372
"4386","FC Barcelona","Spain LIGA BBVA","BAR",8634,"Stamina",823.297981243431
"4387","Levante UD","Spain LIGA BBVA","LEV",8581,"Stamina",726.808743154112
"4388","Real Sociedad","Spain LIGA BBVA","SOC",8560,"Stamina",764.770177563521
"4389","Real Valladolid","Spain LIGA BBVA","VAL",10281,"Stamina",757.810821180319
"4390","Atlético Madrid","Spain LIGA BBVA","AMA",9906,"Stamina",815.740542681719
"4391","Sevilla FC","Spain LIGA BBVA","SEV",8302,"Stamina",766.684376232396
"4392","RC Deportivo de La Coruña","Spain LIGA BBVA","COR",9783,"Stamina",728.716352181071
"4393","Southampton","England Premier League","SOU",8466,"Stamina",771.636024655421
"4394","Aston Villa","England Premier League","AVL",10252,"Stamina",750.659249660884
"4395","Fulham","England Premier League","FUL",9879,"Stamina",754.590971011316
"4396","Manchester United","England Premier League","MUN",10260,"Stamina",749.991736339912
"4397","Swansea City","England Premier League","SWA",10003,"Stamina",767.189553160205
"4398","Liverpool","England Premier League","LIV",8650,"Stamina",801.019353739972
"4399","West Ham United","England Premier League","WHU",8654,"Stamina",814.360279933987
"4400","Manchester City","England Premier League","MCI",8456,"Stamina",817.134856629456
"4401","West Bromwich Albion","England Premier League","WBA",8659,"Stamina",761.943036803854
"4402","Tottenham Hotspur","England Premier League","TOT",8586,"Stamina",819.803531723395
"4403","Chelsea","England Premier League","CHE",8455,"Stamina",779.46909693117
"4404","Arsenal","England Premier League","ARS",9825,"Stamina",797.750527918398
"4405","Wigan Athletic","England Premier League","WIG",8528,"Stamina",781.103199284449
"4406","Queens Park Rangers","England Premier League","QPR",10172,"Stamina",793.381834687052
"4407","Sunderland","England Premier League","SUN",8472,"Stamina",792.24061226247
"4408","Stoke City","England Premier League","STK",10194,"Stamina",813.156751217719
"4409","Reading","England Premier League","REA",9798,"Stamina",753.960934607008
"4410","Newcastle United","England Premier League","NEW",10261,"Stamina",777.032217107245
"4411","Norwich City","England Premier League","NOR",9850,"Stamina",782.783224438397
"4412","Atalanta","Italy Serie A","ATA",8524,"Stamina",750.414027839542
"4413","Milan","Italy Serie A","ACM",8564,"Stamina",804.523023465962
"4414","Fiorentina","Italy Serie A","FIO",8535,"Stamina",759.012458301399
"4415","Lazio","Italy Serie A","LAZ",8543,"Stamina",758.793056774173
"4416","Inter","Italy Serie A","INT",8636,"Stamina",784.639026526526
"4417","Parma","Italy Serie A","PAR",10167,"Stamina",745.574015240342
"4418","Napoli","Italy Serie A","NAP",9875,"Stamina",795.40216519327
"4419","Palermo","Italy Serie A","PAL",8540,"Stamina",751.01534134201
"4420","Siena","Italy Serie A","SIE",8551,"Stamina",740.715277965278
"4421","Pescara","Italy Serie A","PES",9878,"Stamina",748.907908238715
"4422","Juventus","Italy Serie A","JUV",9885,"Stamina",804.61677989145
"4423","Bologna","Italy Serie A","BOL",9857,"Stamina",766.273544749267
"4424","Torino","Italy Serie A","TOR",9804,"Stamina",744.516510633952
"4425","Sampdoria","Italy Serie A","SAM",9882,"Stamina",778.527413982556
"4426","Udinese","Italy Serie A","UDI",8600,"Stamina",748.357151732484
"4427","Chievo Verona","Italy Serie A","CHI",8533,"Stamina",749.579729417745
"4428","Catania","Italy Serie A","CAT",8530,"Stamina",716.67597424925
"4429","Genoa","Italy Serie A","GEN",10233,"Stamina",746.095674459265
"4430","Olympique Lyonnais","France Ligue 1","LYO",9748,"Stamina",749.518008923973
"4431","AS Saint-Étienne","France Ligue 1","ETI",9853,"Stamina",792.554394183828
"4432","Stade de Reims","France Ligue 1","REI",9837,"Stamina",743.03835978836
"4433","Olympique de Marseille","France Ligue 1","MAR",8592,"Stamina",772.25456472979
"4434","Valenciennes FC","France Ligue 1","VAL",9873,"Stamina",745.406924638542
"4435","Paris Saint-Germain","France Ligue 1","PSG",9847,"Stamina",778.261644831466
"4436","Girondins de Bordeaux","France Ligue 1","BOR",9827,"Stamina",745.323583662714
"4437","Stade Brestois 29","France Ligue 1","BRE",8521,"Stamina",717.538458646617
"4438","Évian Thonon Gaillard FC","France Ligue 1","ETG",4087,"Stamina",726.003043258301
"4439","LOSC Lille","France Ligue 1","LIL",8639,"Stamina",769.497406020903
"4440","Montpellier Hérault SC","France Ligue 1","MON",10249,"Stamina",736.766939655172
"4441","OGC Nice","France Ligue 1","NIC",9831,"Stamina",723.251603786501
"4442","AC Ajaccio","France Ligue 1","AJA",8576,"Stamina",721.390095401189
"4443","SC Bastia","France Ligue 1","BAS",7794,"Stamina",692.928310752017
"4444","Toulouse FC","France Ligue 1","TOU",9941,"Stamina",772.194582283154
"4445","FC Sochaux-Montbéliard","France Ligue 1","SOC",9874,"Stamina",738.950236543125
"4446","Stade Rennais FC","France Ligue 1","REN",9851,"Stamina",747.505637711447
"4447","ES Troyes AC","France Ligue 1","TRO",10242,"Stamina",706.068528856515
"4448","Eintracht Frankfurt","Germany 1. Bundesliga","EFR",9810,"Stamina",792.196380546735
"4449","VfB Stuttgart","Germany 1. Bundesliga","STU",10269,"Stamina",741.300926704015
"4450","Hamburger SV","Germany 1. Bundesliga","HAM",9790,"Stamina",784.404405765135
"4451","Fortuna Düsseldorf","Germany 1. Bundesliga","FDU",8194,"Stamina",782.798214634269
"4452","SpVgg Greuther Fürth","Germany 1. Bundesliga","GRF",8357,"Stamina",766.088921196498
"4453","TSG 1899 Hoffenheim","Germany 1. Bundesliga","HOF",8226,"Stamina",761.100719406711
"4454","FC Bayern Munich","Germany 1. Bundesliga","BMU",9823,"Stamina",786.129654825798
"4455","Bayer 04 Leverkusen","Germany 1. Bundesliga","LEV",8178,"Stamina",802.261833657213
"4456","SC Freiburg","Germany 1. Bundesliga","FRE",8358,"Stamina",785.820951547937
"4457","1. FC Nürnberg","Germany 1. Bundesliga","NUR",8165,"Stamina",735.304436864267
"4458","Hannover 96","Germany 1. Bundesliga","HAN",9904,"Stamina",719.664225404225
"4459","Borussia Dortmund","Germany 1. Bundesliga","DOR",9789,"Stamina",789.473901189737
"4460","FC Augsburg","Germany 1. Bundesliga","AUG",8406,"Stamina",767.565701654667
"4461","Borussia Mönchengladbach","Germany 1. Bundesliga","GLA",9788,"Stamina",747.283862966743
"4462","VfL Wolfsburg","Germany 1. Bundesliga","WOL",8721,"Stamina",787.197454173493
"4463","1. FSV Mainz 05","Germany 1. Bundesliga","MAI",9905,"Stamina",762.404156985488
"4464","FC Schalke 04","Germany 1. Bundesliga","S04",10189,"Stamina",790.041482589711
"4465","FC Schalke 04","Germany 1. Bundesliga","S04",10189,"Stamina",805.442072956791
"4466","Hannover 96","Germany 1. Bundesliga","HAN",9904,"Stamina",736.003029985233
"4467","FC Augsburg","Germany 1. Bundesliga","AUG",8406,"Stamina",740.097527472527
"4468","TSG 1899 Hoffenheim","Germany 1. Bundesliga","HOF",8226,"Stamina",732.577174250042
"4469","Eintracht Frankfurt","Germany 1. Bundesliga","EFR",9810,"Stamina",770.441593546296
"4470","Borussia Dortmund","Germany 1. Bundesliga","DOR",9789,"Stamina",778.659072164219
"4471","Borussia Mönchengladbach","Germany 1. Bundesliga","GLA",9788,"Stamina",763.46356479542
"4472","Bayer 04 Leverkusen","Germany 1. Bundesliga","LEV",8178,"Stamina",805.288141729446
"4473","SV Werder Bremen","Germany 1. Bundesliga","WBR",8697,"Stamina",772.117581239866
"4474","Hamburger SV","Germany 1. Bundesliga","HAM",9790,"Stamina",775.192454198184
"4475","SpVgg Greuther Fürth","Germany 1. Bundesliga","GRF",8357,"Stamina",743.315086682759
"4476","FC Bayern Munich","Germany 1. Bundesliga","BMU",9823,"Stamina",789.987017293052
"4477","Fortuna Düsseldorf","Germany 1. Bundesliga","FDU",8194,"Stamina",768.95561816506
"4478","1. FC Nürnberg","Germany 1. Bundesliga","NUR",8165,"Stamina",717.205813015694
"4479","1. FSV Mainz 05","Germany 1. Bundesliga","MAI",9905,"Stamina",772.257692339023
"4480","SC Freiburg","Germany 1. Bundesliga","FRE",8358,"Stamina",754.387714832961
"4481","Évian Thonon Gaillard FC","France Ligue 1","ETG",4087,"Stamina",712.355396444219
"4482","Stade de Reims","France Ligue 1","REI",9837,"Stamina",740.851785714286
"4483","SC Bastia","France Ligue 1","BAS",7794,"Stamina",705.70105075711
"4484","Olympique de Marseille","France Ligue 1","MAR",8592,"Stamina",786.083063288098
"4485","Stade Brestois 29","France Ligue 1","BRE",8521,"Stamina",680.060329131653
"4486","Stade Rennais FC","France Ligue 1","REN",9851,"Stamina",722.803244063606
"4487","Toulouse FC","France Ligue 1","TOU",9941,"Stamina",790.335524322859
"4488","AC Ajaccio","France Ligue 1","AJA",8576,"Stamina",704.741515205641
"4489","LOSC Lille","France Ligue 1","LIL",8639,"Stamina",790.976596028186
"4490","ES Troyes AC","France Ligue 1","TRO",10242,"Stamina",741.721076089983
"4491","FC Sochaux-Montbéliard","France Ligue 1","SOC",9874,"Stamina",743.83862026608
"4492","Valenciennes FC","France Ligue 1","VAL",9873,"Stamina",749.572367028683
"4493","OGC Nice","France Ligue 1","NIC",9831,"Stamina",741.507991131675
"4494","Paris Saint-Germain","France Ligue 1","PSG",9847,"Stamina",816.302682720306
"4495","Montpellier Hérault SC","France Ligue 1","MON",10249,"Stamina",744.324814096711
"4496","AS Saint-Étienne","France Ligue 1","ETI",9853,"Stamina",795.899918659352
"4497","FC Lorient","France Ligue 1","LOR",8689,"Stamina",734.197264100148
"4498","Girondins de Bordeaux","France Ligue 1","BOR",9827,"Stamina",718.820322793149
"4499","FC Barcelona","Spain LIGA BBVA","BAR",8634,"Stamina",828.389664618536
"4500","Real Zaragoza","Spain LIGA BBVA","ZAR",8394,"Stamina",777.115588809339
"4501","Getafe CF","Spain LIGA BBVA","GET",8305,"Stamina",722.303119211071
"4502","RCD Espanyol","Spain LIGA BBVA","ESP",8558,"Stamina",753.30021189337
"4503","Real Valladolid","Spain LIGA BBVA","VAL",10281,"Stamina",779.627409684407
"4504","CA Osasuna","Spain LIGA BBVA","OSA",8371,"Stamina",747.009011354778
"4505","RC Celta de Vigo","Spain LIGA BBVA","CEL",9910,"Stamina",743.727972787247
"4506","Levante UD","Spain LIGA BBVA","LEV",8581,"Stamina",725.061577367305
"4507","Sevilla FC","Spain LIGA BBVA","SEV",8302,"Stamina",801.525327471597
"4508","Granada CF","Spain LIGA BBVA","GRA",7878,"Stamina",771.952743081332
"4509","RCD Mallorca","Spain LIGA BBVA","MAL",8661,"Stamina",764.663592599974
"4510","Real Madrid CF","Spain LIGA BBVA","REA",8633,"Stamina",819.785024328083
"4511","Real Betis Balompié","Spain LIGA BBVA","BET",8603,"Stamina",751.83775528565
"4512","Atlético Madrid","Spain LIGA BBVA","AMA",9906,"Stamina",800.766110863537
"4513","Rayo Vallecano","Spain LIGA BBVA","RAY",8370,"Stamina",727.925185680333
"4514","Athletic Club de Bilbao","Spain LIGA BBVA","BIL",8315,"Stamina",798.992542457543
"4515","Málaga CF","Spain LIGA BBVA","MAL",9864,"Stamina",761.271879497915
"4516","Real Sociedad","Spain LIGA BBVA","SOC",8560,"Stamina",754.660099964448
"4517","Eintracht Frankfurt","Germany 1. Bundesliga","EFR",9810,"Stamina",780.854472334175
"4518","1. FSV Mainz 05","Germany 1. Bundesliga","MAI",9905,"Stamina",746.271435055734
"4519","SC Freiburg","Germany 1. Bundesliga","FRE",8358,"Stamina",747.02660372185
"4520","SV Werder Bremen","Germany 1. Bundesliga","WBR",8697,"Stamina",780.025302824435
"4521","FC Bayern Munich","Germany 1. Bundesliga","BMU",9823,"Stamina",820.523754119444
"4522","VfL Wolfsburg","Germany 1. Bundesliga","WOL",8721,"Stamina",771.914827070245
"4523","TSG 1899 Hoffenheim","Germany 1. Bundesliga","HOF",8226,"Stamina",722.975729535336
"4524","FC Augsburg","Germany 1. Bundesliga","AUG",8406,"Stamina",758.316403730369
"4525","Borussia Dortmund","Germany 1. Bundesliga","DOR",9789,"Stamina",773.587689742293
"4526","Bayer 04 Leverkusen","Germany 1. Bundesliga","LEV",8178,"Stamina",801.682463027842
"4527","Hamburger SV","Germany 1. Bundesliga","HAM",9790,"Stamina",791.602924283653
"4528","FC Schalke 04","Germany 1. Bundesliga","S04",10189,"Stamina",814.459772633002
"4529","SpVgg Greuther Fürth","Germany 1. Bundesliga","GRF",8357,"Stamina",768.675459658036
"4530","1. FC Nürnberg","Germany 1. Bundesliga","NUR",8165,"Stamina",753.68413720372
"4531","Fortuna Düsseldorf","Germany 1. Bundesliga","FDU",8194,"Stamina",775.766185796095
"4532","VfB Stuttgart","Germany 1. Bundesliga","STU",10269,"Stamina",737.951891400238
"4533","Hannover 96","Germany 1. Bundesliga","HAN",9904,"Stamina",724.582845672846
"4534","SpVgg Greuther Fürth","Germany 1. Bundesliga","GRF",8357,"Stamina",742.569561293116
"4535","Borussia Mönchengladbach","Germany 1. Bundesliga","GLA",9788,"Stamina",753.67442973693
"4536","Hamburger SV","Germany 1. Bundesliga","HAM",9790,"Stamina",761.788497435991
"4537","SC Freiburg","Germany 1. Bundesliga","FRE",8358,"Stamina",783.275795554505
"4538","1. FSV Mainz 05","Germany 1. Bundesliga","MAI",9905,"Stamina",764.53273714189
"4539","SV Werder Bremen","Germany 1. Bundesliga","WBR",8697,"Stamina",790.05562794735
"4540","FC Augsburg","Germany 1. Bundesliga","AUG",8406,"Stamina",749.703962148962
"4541","VfB Stuttgart","Germany 1. Bundesliga","STU",10269,"Stamina",723.015684503687
"4542","Fortuna Düsseldorf","Germany 1. Bundesliga","FDU",8194,"Stamina",766.600261417895
"4543","Bayer 04 Leverkusen","Germany 1. Bundesliga","LEV",8178,"Stamina",812.579823731654
"4544","FC Schalke 04","Germany 1. Bundesliga","S04",10189,"Stamina",802.985445101888
"4545","Eintracht Frankfurt","Germany 1. Bundesliga","EFR",9810,"Stamina",784.360269435624
"4546","FC Bayern Munich","Germany 1. Bundesliga","BMU",9823,"Stamina",809.180723816413
"4547","TSG 1899 Hoffenheim","Germany 1. Bundesliga","HOF",8226,"Stamina",768.665345939598
"4548","1. FC Nürnberg","Germany 1. Bundesliga","NUR",8165,"Stamina",723.940992857601
"4549","VfL Wolfsburg","Germany 1. Bundesliga","WOL",8721,"Stamina",765.37500806572
"4550","Hannover 96","Germany 1. Bundesliga","HAN",9904,"Stamina",712.914225404225
"4551","1. FSV Mainz 05","Germany 1. Bundesliga","MAI",9905,"Stamina",760.786408555239
"4552","SpVgg Greuther Fürth","Germany 1. Bundesliga","GRF",8357,"Stamina",766.088921196498
"4553","VfB Stuttgart","Germany 1. Bundesliga","STU",10269,"Stamina",727.180168630671
"4554","Eintracht Frankfurt","Germany 1. Bundesliga","EFR",9810,"Stamina",792.885269435624
"4555","Bayer 04 Leverkusen","Germany 1. Bundesliga","LEV",8178,"Stamina",797.923413475244
"4556","VfL Wolfsburg","Germany 1. Bundesliga","WOL",8721,"Stamina",784.62395145117
"4557","FC Augsburg","Germany 1. Bundesliga","AUG",8406,"Stamina",751.545738284704
"4558","TSG 1899 Hoffenheim","Germany 1. Bundesliga","HOF",8226,"Stamina",759.899028095846
"4559","FC Bayern Munich","Germany 1. Bundesliga","BMU",9823,"Stamina",788.195695453971
"4560","SV Werder Bremen","Germany 1. Bundesliga","WBR",8697,"Stamina",776.941991583714
"4561","Borussia Dortmund","Germany 1. Bundesliga","DOR",9789,"Stamina",778.43577684038
"4562","Fortuna Düsseldorf","Germany 1. Bundesliga","FDU",8194,"Stamina",772.427269539937
"4563","SC Freiburg","Germany 1. Bundesliga","FRE",8358,"Stamina",763.968048322131
"4564","Hannover 96","Germany 1. Bundesliga","HAN",9904,"Stamina",730.84916755137
"4565","FC Schalke 04","Germany 1. Bundesliga","S04",10189,"Stamina",798.34817185377
"4566","1. FC Nürnberg","Germany 1. Bundesliga","NUR",8165,"Stamina",750.348283497995
"4567","Borussia Mönchengladbach","Germany 1. Bundesliga","GLA",9788,"Stamina",752.329730143045
"4568","Queens Park Rangers","England Premier League","QPR",10172,"Stamina",784.560979986197
"4569","Norwich City","England Premier League","NOR",9850,"Stamina",779.139840045013
"4570","Fulham","England Premier League","FUL",9879,"Stamina",777.151858457203
"4571","Sunderland","England Premier League","SUN",8472,"Stamina",807.622755119613
"4572","Southampton","England Premier League","SOU",8466,"Stamina",809.312756016385
"4573","Liverpool","England Premier League","LIV",8650,"Stamina",785.314386065057
"4574","Stoke City","England Premier League","STK",10194,"Stamina",814.349816664817
"4575","Arsenal","England Premier League","ARS",9825,"Stamina",786.116809820969
"4576","Swansea City","England Premier League","SWA",10003,"Stamina",783.629561943692
"4577","Newcastle United","England Premier League","NEW",10261,"Stamina",801.999442595883
"4578","Manchester United","England Premier League","MUN",10260,"Stamina",740.650453611506
"4579","Wigan Athletic","England Premier League","WIG",8528,"Stamina",780.135042996293
"4580","Manchester City","England Premier League","MCI",8456,"Stamina",807.816842239806
"4581","Aston Villa","England Premier League","AVL",10252,"Stamina",773.144655465308
"4582","Chelsea","England Premier League","CHE",8455,"Stamina",816.44756667066
"4583","West Bromwich Albion","England Premier League","WBA",8659,"Stamina",769.969684663163
"4584","Tottenham Hotspur","England Premier League","TOT",8586,"Stamina",807.441513794631
"4585","West Ham United","England Premier League","WHU",8654,"Stamina",768.717609676721
"4586","Everton","England Premier League","EVE",8668,"Stamina",803.954981684982
"4587","Lazio","Italy Serie A","LAZ",8543,"Stamina",737.270290871376
"4588","Juventus","Italy Serie A","JUV",9885,"Stamina",810.977558142786
"4589","Genoa","Italy Serie A","GEN",10233,"Stamina",754.124828999642
"4590","Sampdoria","Italy Serie A","SAM",9882,"Stamina",752.307187088274
"4591","Roma","Italy Serie A","ROM",8686,"Stamina",775.809549103515
"4592","Milan","Italy Serie A","ACM",8564,"Stamina",828.238451742536
"4593","Catania","Italy Serie A","CAT",8530,"Stamina",700.03641380969
"4594","Udinese","Italy Serie A","UDI",8600,"Stamina",773.245719501261
"4595","Palermo","Italy Serie A","PAL",8540,"Stamina",778.962935414604
"4596","Napoli","Italy Serie A","NAP",9875,"Stamina",784.275314170729
"4597","Pescara","Italy Serie A","PES",9878,"Stamina",750.124220945616
"4598","Parma","Italy Serie A","PAR",10167,"Stamina",744.992765240342
"4599","Atalanta","Italy Serie A","ATA",8524,"Stamina",725.14289585753
"4600","Siena","Italy Serie A","SIE",8551,"Stamina",705.601323513088
"4601","Fiorentina","Italy Serie A","FIO",8535,"Stamina",735.075915876621
"4602","Cagliari","Italy Serie A","CAG",8529,"Stamina",745.662628919952
"4603","Inter","Italy Serie A","INT",8636,"Stamina",801.163621791731
"4604","Bologna","Italy Serie A","BOL",9857,"Stamina",765.48541860706
"4605","FC Augsburg","Germany 1. Bundesliga","AUG",8406,"Stamina",791.517394825981
"4606","1. FSV Mainz 05","Germany 1. Bundesliga","MAI",9905,"Stamina",754.919100778254
"4607","FC Schalke 04","Germany 1. Bundesliga","S04",10189,"Stamina",809.178387351616
"4608","Fortuna Düsseldorf","Germany 1. Bundesliga","FDU",8194,"Stamina",789.767304888164
"4609","SpVgg Greuther Fürth","Germany 1. Bundesliga","GRF",8357,"Stamina",763.282876537832
"4610","VfB Stuttgart","Germany 1. Bundesliga","STU",10269,"Stamina",742.020705029138
"4611","SC Freiburg","Germany 1. Bundesliga","FRE",8358,"Stamina",781.627714832961
"4612","Hannover 96","Germany 1. Bundesliga","HAN",9904,"Stamina",734.053929456132
"4613","1. FC Nürnberg","Germany 1. Bundesliga","NUR",8165,"Stamina",723.940992857601
"4614","SV Werder Bremen","Germany 1. Bundesliga","WBR",8697,"Stamina",748.45495424197
"4615","Borussia Dortmund","Germany 1. Bundesliga","DOR",9789,"Stamina",785.477441295088
"4616","Bayer 04 Leverkusen","Germany 1. Bundesliga","LEV",8178,"Stamina",812.579823731654
"4617","Hamburger SV","Germany 1. Bundesliga","HAM",9790,"Stamina",770.33087635337
"4618","FC Bayern Munich","Germany 1. Bundesliga","BMU",9823,"Stamina",789.435305843582
"4619","Borussia Mönchengladbach","Germany 1. Bundesliga","GLA",9788,"Stamina",763.62178500847
"4620","VfL Wolfsburg","Germany 1. Bundesliga","WOL",8721,"Stamina",775.177431926552
"4621","TSG 1899 Hoffenheim","Germany 1. Bundesliga","HOF",8226,"Stamina",730.732986066356
"4622","Bayer 04 Leverkusen","Germany 1. Bundesliga","LEV",8178,"Stamina",820.340589281894
"4623","Fortuna Düsseldorf","Germany 1. Bundesliga","FDU",8194,"Stamina",759.253863779095
"4624","FC Schalke 04","Germany 1. Bundesliga","S04",10189,"Stamina",792.810530208759
"4625","SC Freiburg","Germany 1. Bundesliga","FRE",8358,"Stamina",778.526888901841
"4626","VfB Stuttgart","Germany 1. Bundesliga","STU",10269,"Stamina",745.162902137867
"4627","Eintracht Frankfurt","Germany 1. Bundesliga","EFR",9810,"Stamina",769.32179540965
"4628","1. FSV Mainz 05","Germany 1. Bundesliga","MAI",9905,"Stamina",753.431783332009
"4629","FC Augsburg","Germany 1. Bundesliga","AUG",8406,"Stamina",767.576019114985
"4630","1. FC Nürnberg","Germany 1. Bundesliga","NUR",8165,"Stamina",745.029564490076
"4631","Borussia Mönchengladbach","Germany 1. Bundesliga","GLA",9788,"Stamina",743.497086940837
"4632","TSG 1899 Hoffenheim","Germany 1. Bundesliga","HOF",8226,"Stamina",781.059898925433
"4633","Hamburger SV","Germany 1. Bundesliga","HAM",9790,"Stamina",765.416845014339
"4634","SpVgg Greuther Fürth","Germany 1. Bundesliga","GRF",8357,"Stamina",741.216884159461
"4635","SV Werder Bremen","Germany 1. Bundesliga","WBR",8697,"Stamina",776.941991583714
"4636","Hannover 96","Germany 1. Bundesliga","HAN",9904,"Stamina",745.313150878831
"4637","Borussia Dortmund","Germany 1. Bundesliga","DOR",9789,"Stamina",779.077745764702
"4638","VfL Wolfsburg","Germany 1. Bundesliga","WOL",8721,"Stamina",781.622892365329
"4639","Wigan Athletic","England Premier League","WIG",8528,"Stamina",797.013675474925
"4640","Swansea City","England Premier League","SWA",10003,"Stamina",760.336995251126
"4641","Liverpool","England Premier League","LIV",8650,"Stamina",805.353669366297
"4642","Newcastle United","England Premier League","NEW",10261,"Stamina",795.443218739876
"4643","Manchester City","England Premier League","MCI",8456,"Stamina",809.131039734849
"4644","Manchester United","England Premier League","MUN",10260,"Stamina",755.690842048195
"4645","Fulham","England Premier League","FUL",9879,"Stamina",800.518510211247
"4646","West Ham United","England Premier League","WHU",8654,"Stamina",789.938682473656
"4647","Aston Villa","England Premier League","AVL",10252,"Stamina",788.009127514997
"4648","Norwich City","England Premier League","NOR",9850,"Stamina",769.882948469155
"4649","Tottenham Hotspur","England Premier League","TOT",8586,"Stamina",827.000667293918
"4650","Chelsea","England Premier League","CHE",8455,"Stamina",809.805971229064
"4651","Stoke City","England Premier League","STK",10194,"Stamina",816.741354308459
"4652","Everton","England Premier League","EVE",8668,"Stamina",815.46299243767
"4653","Reading","England Premier League","REA",9798,"Stamina",764.261095673165
"4654","Queens Park Rangers","England Premier League","QPR",10172,"Stamina",781.812172942833
"4655","Southampton","England Premier League","SOU",8466,"Stamina",782.770818786948
"4656","Sunderland","England Premier League","SUN",8472,"Stamina",810.438353498689
"4657","West Bromwich Albion","England Premier League","WBA",8659,"Stamina",763.410164398481
"4658","Valenciennes FC","France Ligue 1","VAL",9873,"Stamina",748.515993265993
"4659","FC Lorient","France Ligue 1","LOR",8689,"Stamina",742.270286930468
"4660","Toulouse FC","France Ligue 1","TOU",9941,"Stamina",769.736774796523
"4661","ES Troyes AC","France Ligue 1","TRO",10242,"Stamina",738.134663046505
"4662","Évian Thonon Gaillard FC","France Ligue 1","ETG",4087,"Stamina",720.566327303977
"4663","Olympique de Marseille","France Ligue 1","MAR",8592,"Stamina",767.244870296681
"4664","SC Bastia","France Ligue 1","BAS",7794,"Stamina",708.739938080495
"4665","Stade Rennais FC","France Ligue 1","REN",9851,"Stamina",743.530490957093
"4666","OGC Nice","France Ligue 1","NIC",9831,"Stamina",751.48718633261
"4667","FC Sochaux-Montbéliard","France Ligue 1","SOC",9874,"Stamina",753.734196442875
"4668","AS Saint-Étienne","France Ligue 1","ETI",9853,"Stamina",789.985490864924
"4669","AS Nancy-Lorraine","France Ligue 1","NAN",8481,"Stamina",732.852833947662
"4670","Stade de Reims","France Ligue 1","REI",9837,"Stamina",733.710730446025
"4671","AC Ajaccio","France Ligue 1","AJA",8576,"Stamina",715.090852976946
"4672","Olympique Lyonnais","France Ligue 1","LYO",9748,"Stamina",752.33166633138
"4673","Paris Saint-Germain","France Ligue 1","PSG",9847,"Stamina",797.951114038092
