"","league_name","home_team_api_id","home_team_short_name","home_team_long_name","Overall","Potential","Stamina","Agility","Aggression"
"423","England Premier League",8455,"CHE","Chelsea",885.771734077421,919.533986852918,808.350633538432,798.443965010754,722.213527109092
"424","England Premier League",8659,"WBA","West Bromwich Albion",806.743033169148,844.523728676844,779.098311600117,669.425141366565,734.575248740895
"425","Italy Serie A",8564,"ACM","Milan",842.819690029672,881.368556300318,804.239424393472,785.903259458654,775.178245499652
"426","Italy Serie A",10233,"GEN","Genoa",808.7141123567,856.095696185998,782.966272166947,773.421518407463,724.507514613905
"427","Italy Serie A",8524,"ATA","Atalanta",799.411721745668,841.602949219349,743.768071694238,725.414590332628,737.377010343119
"428","Italy Serie A",9804,"TOR","Torino",802.76037385876,843.187722163342,756.519477760427,735.000565173155,725.462577555918
"429","Italy Serie A",8543,"LAZ","Lazio",855.979258871225,878.870290987672,753.99581840208,773.546021706892,777.397657179757
"430","Italy Serie A",9885,"JUV","Juventus",863.127824894989,898.75416408863,812.744236394145,801.911130172679,785.291163227817
"431","Italy Serie A",9857,"BOL","Bologna",797.521892596063,841.808688355175,766.489196923181,733.613747604099,744.108604124746
"432","Italy Serie A",8686,"ROM","Roma",819.857764518188,872.466907756636,759.913494219045,733.610860470054,775.327415654913
"433","Italy Serie A",8535,"FIO","Fiorentina",841.190474685655,868.865250499511,729.780264482645,755.833702101893,710.879946741427
"434","Italy Serie A",10167,"PAR","Parma",802.967779005519,848.428863587687,733.64275289033,756.019526878877,684.308302142219
"435","Italy Serie A",8636,"INT","Inter",870.853406559511,893.597983296966,754.03721576614,744.950224710399,749.425110477
"436","Italy Serie A",8540,"PAL","Palermo",794.635516623409,834.337915775363,755.031024547693,731.566457222175,724.139934304973
"437","Italy Serie A",8600,"UDI","Udinese",808.028770820896,850.239987922199,761.187291406219,709.509443951949,750.27059026115
"438","Italy Serie A",9878,"PES","Pescara",762.039122848256,804.817930624587,695.472085267674,718.296271401457,750.23406345976
"439","Italy Serie A",8530,"CAT","Catania",794.703158496582,822.819915026191,740.29506255264,728.678815861725,750.83900986624
"440","Italy Serie A",9882,"SAM","Sampdoria",787.378946088601,835.364530160737,782.749832635867,750.350634469772,730.269262905297
"441","Italy Serie A",9875,"NAP","Napoli",840.973119166883,866.967724779702,791.637468682883,760.330615844586,752.573268664331
"442","Italy Serie A",8551,"SIE","Siena",748.891858001423,785.699811584594,732.211590461156,746.439974955192,663.186233302755
"443","Italy Serie A",9875,"NAP","Napoli",844.439520108284,867.634200421177,781.439871910287,790.533204922175,769.837372128435
"444","Italy Serie A",9804,"TOR","Torino",781.783574539496,825.21090924183,716.05039137276,682.053108684688,760.449444390892
"445","Italy Serie A",9878,"PES","Pescara",752.788766365934,799.49924182659,766.368030469425,766.802786118583,696.475744332886
"446","Italy Serie A",8564,"ACM","Milan",855.158416316712,893.844231077398,818.087734098509,781.55295599317,812.597906983013
"447","Italy Serie A",10167,"PAR","Parma",814.499886600127,850.449226200441,763.281700791506,738.567473381986,739.791080480975
"448","Italy Serie A",9882,"SAM","Sampdoria",792.944972923669,833.065556352187,770.830223437941,727.104769775857,730.861467497446
"449","Italy Serie A",8543,"LAZ","Lazio",849.975502005335,882.620838235465,777.408330188779,789.914815104869,772.457857494372
"450","Italy Serie A",9857,"BOL","Bologna",801.218847868427,830.293489704501,727.181500771256,713.603812571616,748.274130111752
"451","Italy Serie A",8533,"CHI","Chievo Verona",796.122554155788,828.852785067724,729.441910555239,689.383722945885,758.215446398037
"452","Italy Serie A",8524,"ATA","Atalanta",797.484695365335,833.816924005461,752.109681451816,720.275059756767,734.738335172024
"453","Italy Serie A",8600,"UDI","Udinese",827.849474812188,856.032006370099,777.115129625234,729.589331975954,731.49699988756
"454","Italy Serie A",9885,"JUV","Juventus",894.734549466054,927.195738655576,814.439119704347,784.72952643446,790.257975102516
"455","Italy Serie A",8535,"FIO","Fiorentina",846.624296820796,876.915197535006,757.782105454567,784.59515440797,731.866897638875
"456","Italy Serie A",8540,"PAL","Palermo",797.095999062369,832.643748129456,765.441278497295,712.310248187053,753.991627737536
"457","Italy Serie A",8636,"INT","Inter",864.854126959545,890.578553684287,733.906187712915,721.094114023053,751.428055641844
"458","Italy Serie A",8529,"CAG","Cagliari",814.588562788723,850.426493193759,734.551427621251,770.828238727338,766.454714574862
"459","Italy Serie A",8686,"ROM","Roma",854.632312347614,886.89798166393,771.195828564794,745.566739749714,785.092786133088
"460","Italy Serie A",8551,"SIE","Siena",774.453141303141,802.947791097791,733.867282717283,751.268986568987,698.25478965479
"461","Italy Serie A",10233,"GEN","Genoa",810.939607224736,846.808833608611,733.480750281425,714.076072007984,763.448490230284
"462","Italy Serie A",8524,"ATA","Atalanta",783.891473007709,822.000537604685,721.569608699167,689.386565976136,746.010163531457
"463","Italy Serie A",8686,"ROM","Roma",842.425881092555,883.721487798717,739.565957171508,739.524088177032,793.894109002856
"464","Italy Serie A",8535,"FIO","Fiorentina",847.175966212318,877.76368071434,722.488785417611,732.090601539431,672.77806977002
"465","Italy Serie A",8551,"SIE","Siena",766.82746203091,804.587679280783,717.656652618722,750.904942929081,656.112989668162
"466","Italy Serie A",9885,"JUV","Juventus",883.484406485728,915.751222940938,809.387857518024,798.720910220051,790.406608210601
"467","Italy Serie A",8564,"ACM","Milan",852.273634897175,889.16019496016,790.005432012905,801.205549449071,749.620673343209
"468","Italy Serie A",8600,"UDI","Udinese",832.590203123648,863.775088952206,773.629106573357,724.619999704183,729.932745991598
"469","Italy Serie A",9882,"SAM","Sampdoria",792.552457523539,856.747332329419,775.113620879108,774.946330503317,723.306725182679
"470","Italy Serie A",8636,"INT","Inter",865.075220285001,891.331439179319,781.480230472022,751.703901180987,743.847291849549
"471","Italy Serie A",9857,"BOL","Bologna",799.107953948898,833.37398831837,744.177279687098,701.327069522456,734.135082817677
"472","Italy Serie A",10233,"GEN","Genoa",798.977283544375,851.579389417845,757.677739052551,707.581013605751,722.769501071975
"473","Italy Serie A",8540,"PAL","Palermo",798.259525632418,837.518095955543,764.281520043189,709.442808573526,735.620564935604
"474","Italy Serie A",8529,"CAG","Cagliari",809.864553464713,854.451755431521,734.681424707498,769.608789426638,742.198479143626
"475","Italy Serie A",10167,"PAR","Parma",820.353577673645,856.460258406151,748.500038285331,734.169297678001,724.950504751232
"476","Italy Serie A",9804,"TOR","Torino",803.91362421641,831.236868599573,728.189242031411,726.382674847167,740.137896286344
"477","Italy Serie A",8530,"CAT","Catania",809.060321632052,830.321893377524,719.498830353368,702.087965779002,754.812031175994
"478","Italy Serie A",9875,"NAP","Napoli",856.319857557803,878.199442331082,781.990485003953,786.968157625827,738.894086981409
"479","Italy Serie A",8543,"LAZ","Lazio",841.56720096525,866.845535748083,764.541902592988,766.651710003197,776.504455775543
"480","Italy Serie A",9878,"PES","Pescara",754.777733139023,794.3456646251,743.850640205076,744.82267583074,661.365861774128
"481","Italy Serie A",8543,"LAZ","Lazio",843.321835142443,875.98698014164,788.829408930821,780.941651102302,752.674267209734
"482","Italy Serie A",8564,"ACM","Milan",856.376399110065,897.69953518985,782.570152656437,792.090588357825,782.73966587752
"483","Italy Serie A",8524,"ATA","Atalanta",799.118843356275,837.556365064152,720.706926595478,695.26555126426,722.734736581709
"484","Italy Serie A",9882,"SAM","Sampdoria",798.702880517783,850.351128876121,787.280609992207,756.317074557127,752.019144571071
"485","Italy Serie A",9885,"JUV","Juventus",870.429340550881,899.471105376097,814.919498567573,760.601874501272,749.777300392204
"486","Italy Serie A",9804,"TOR","Torino",810.570183239784,846.500958402365,758.271298278739,737.834469649488,738.24432953707
"487","Italy Serie A",8530,"CAT","Catania",799.027023715184,820.59875217345,720.295119026381,700.01824056957,750.201959294979
"488","Italy Serie A",8600,"UDI","Udinese",826.542316415087,854.398425784147,748.349388796495,711.087048542172,736.299951096393
"489","Italy Serie A",8529,"CAG","Cagliari",812.253565401053,859.950913256455,730.744418739328,774.867400169344,746.276526225854
"490","Italy Serie A",9878,"PES","Pescara",726.338566030217,786.946567295239,704.190633739021,726.813881301073,691.416028363372
"491","Italy Serie A",8551,"SIE","Siena",740.85080461037,782.25168748647,726.668372567938,716.426843642061,691.524184240706
"492","Italy Serie A",10233,"GEN","Genoa",793.778598587921,846.629004407339,752.319573290735,726.492503785243,742.272153565968
"493","Italy Serie A",9875,"NAP","Napoli",853.549763386485,880.646393623412,795.985187871872,791.79640179405,753.257734631769
"494","Italy Serie A",8636,"INT","Inter",868.024918187418,898.486064692315,744.281401812652,752.350660756911,721.195459314209
"495","Italy Serie A",9857,"BOL","Bologna",797.032840915478,834.086485615124,770.975716582011,721.97610012572,741.16604416754
"496","Italy Serie A",8533,"CHI","Chievo Verona",799.60422398501,825.479302140503,699.541388081017,697.633271654257,776.56774010405
"497","Italy Serie A",8540,"PAL","Palermo",782.976119025429,827.206946000567,771.316523662731,705.670709062606,736.665547897272
"498","Italy Serie A",8686,"ROM","Roma",827.781854503406,878.789494417943,771.849206068172,722.273673825398,776.700751922304
"499","Italy Serie A",10167,"PAR","Parma",810.032759873086,851.546224544703,750.384771509935,717.899848703164,747.604663651511
"500","Italy Serie A",8551,"SIE","Siena",777.721923174864,810.36980862275,723.423430817548,748.498678445737,696.270554935261
"501","Italy Serie A",8533,"CHI","Chievo Verona",799.736170967055,839.447468096298,728.156696989677,701.735315112261,777.284151458484
"502","Italy Serie A",9804,"TOR","Torino",807.28125744525,830.082558254745,737.977408175611,725.0238974177,764.830451145279
"503","Italy Serie A",8686,"ROM","Roma",824.371437836739,871.90593214688,767.288217057183,732.899108807083,775.755353570655
"504","Italy Serie A",9878,"PES","Pescara",747.482953769647,793.70862173967,755.581390324132,764.936459448556,632.754992222533
"505","Italy Serie A",8564,"ACM","Milan",856.197389616454,896.576444035041,817.873128177212,770.785168253115,810.748570176413
"506","Italy Serie A",10167,"PAR","Parma",803.138255195995,852.501720730544,742.968705271282,742.778574497924,704.506159285076
"507","Italy Serie A",9885,"JUV","Juventus",900.777740522965,932.251632964519,832.012798566136,768.827595540151,813.800149899264
"508","Italy Serie A",8600,"UDI","Udinese",825.379943841424,851.168953643384,773.935480124522,712.221073119745,780.835386091506
"509","Italy Serie A",10233,"GEN","Genoa",805.751978840048,848.785724364914,753.356862948714,710.87060982311,730.37382480856
"510","Italy Serie A",8530,"CAT","Catania",811.488805713856,830.819166552027,700.03641380969,698.029934645401,758.642439145634
"511","Italy Serie A",8636,"INT","Inter",867.489217370322,899.25492774141,755.650729279654,746.804522758447,748.386446813336
"512","Italy Serie A",9857,"BOL","Bologna",797.648704190266,838.784533765804,748.996443299992,712.096839391539,742.107396395277
"513","Italy Serie A",8543,"LAZ","Lazio",858.343357708435,880.520000289998,758.793056774173,778.716806590613,764.529924621618
"514","Italy Serie A",9882,"SAM","Sampdoria",798.383497588462,849.450497473363,776.995252450394,763.698274366955,724.73994431305
"515","Italy Serie A",8529,"CAG","Cagliari",817.968324693485,859.511909860426,765.491606192679,771.201155394004,764.623166955814
"516","Italy Serie A",9875,"NAP","Napoli",858.579915029067,880.842359842914,795.40216519327,761.853975746178,777.059739449293
"517","Italy Serie A",8524,"ATA","Atalanta",795.401175208872,829.148057444457,724.563594782261,727.141083839122,745.525150675009
"518","Italy Serie A",8600,"UDI","Udinese",828.272115805561,864.74702242414,773.882744826996,716.228107812291,730.832953891806
"519","Italy Serie A",8686,"ROM","Roma",853.85097667855,897.332626156523,793.303992480831,750.469027459469,776.707417487197
"520","Italy Serie A",8533,"CHI","Chievo Verona",801.216294221239,821.500049753586,670.535256348711,666.078608554795,751.356069614102
"521","Italy Serie A",9885,"JUV","Juventus",888.669769259811,926.405980886245,826.42498334951,807.006542457056,803.686851189167
"522","Italy Serie A",8530,"CAT","Catania",812.517837971921,829.277231068156,715.932381551625,706.861386258304,756.356148823053
"523","Italy Serie A",10167,"PAR","Parma",816.787884825625,854.596680472895,740.33610462716,726.665949699212,745.43022530762
"524","Italy Serie A",10233,"GEN","Genoa",818.624470728399,841.394506113375,723.156791151765,709.197934273161,771.611205265385
"525","Italy Serie A",9875,"NAP","Napoli",861.837098937113,880.677129957857,793.271418066833,774.024952757673,782.08272795504
"526","Italy Serie A",8535,"FIO","Fiorentina",844.8584670164,879.286786228963,765.029349522591,788.59181031978,693.553704454765
"527","Italy Serie A",8529,"CAG","Cagliari",810.629836192933,850.520258621904,761.79066582984,733.622295310232,787.764043847203
"528","Italy Serie A",8551,"SIE","Siena",757.934135434135,796.123331253331,724.011328211328,738.134233064233,676.544452764453
"529","Italy Serie A",8524,"ATA","Atalanta",808.054206613742,845.892643740514,778.476082213131,751.094057336213,749.773545866419
"530","Italy Serie A",8540,"PAL","Palermo",799.542829750894,840.207586392103,782.023926664733,737.763758445855,737.235580172516
"531","Italy Serie A",9857,"BOL","Bologna",794.945918425306,838.372484558972,761.019232394955,703.136048491618,742.996627984943
"532","Italy Serie A",9882,"SAM","Sampdoria",785.729240311506,847.321578646064,772.111300859756,761.436502665393,732.452779993112
"533","Italy Serie A",8636,"INT","Inter",845.51962355455,890.245382150529,775.874327143445,738.706019266681,772.190601147219
"534","Italy Serie A",9878,"PES","Pescara",757.959449576181,800.539081665576,736.385107682043,753.091639057057,686.23963641452
"535","Italy Serie A",8564,"ACM","Milan",854.751880246597,892.499488575042,788.372694456344,751.738721897538,800.417593906306
"536","Italy Serie A",9804,"TOR","Torino",811.805337042088,841.437903254918,740.269141633207,749.585436888205,750.210238518859
"537","Italy Serie A",9882,"SAM","Sampdoria",793.432851711547,840.359380462859,753.922993530167,751.676838287056,744.736187523796
"538","Italy Serie A",9857,"BOL","Bologna",796.661230070183,835.1099305912,762.747167937673,713.541490875321,755.958707644414
"539","Italy Serie A",9804,"TOR","Torino",793.827446892646,825.65589142894,713.694615999199,725.915884218652,717.728925802202
"540","Italy Serie A",8530,"CAT","Catania",791.191422547514,820.313520215114,721.413572609834,698.62848247964,760.269882948593
"541","Italy Serie A",8535,"FIO","Fiorentina",846.728936390289,877.305583734691,721.859856555924,741.535549790413,713.651052470589
"542","Italy Serie A",8533,"CHI","Chievo Verona",806.523843509658,834.955802739774,679.894167235883,666.583093629933,745.538617195563
"543","Italy Serie A",8524,"ATA","Atalanta",793.15656762342,824.08393291164,697.857839714228,716.847177038692,716.63761349791
"544","Italy Serie A",8600,"UDI","Udinese",818.923032473222,847.05258211169,748.618575255198,709.181223184734,751.793969175089
"545","Italy Serie A",8529,"CAG","Cagliari",813.192863863991,851.592084591609,746.076158804046,767.786303243467,772.29772532755
"546","Italy Serie A",9878,"PES","Pescara",764.414248251748,789.521020914569,746.349159576982,740.134140322044,701.888084093326
"547","Italy Serie A",8540,"PAL","Palermo",796.05866022866,833.382978687979,775.299933399934,719.863364968365,736.795604395604
"548","Italy Serie A",10233,"GEN","Genoa",816.13053430865,841.912645202361,711.807715926569,719.644705690799,750.202500472247
"549","Italy Serie A",8543,"LAZ","Lazio",852.851701739243,878.716405938265,752.126818006522,781.288051776749,761.952260950244
"550","Italy Serie A",9885,"JUV","Juventus",881.964708196213,913.819548179385,814.428008593236,780.966034370968,777.427816372358
"551","Italy Serie A",8636,"INT","Inter",867.476307076307,897.104583210833,792.628855516355,781.4645496458,758.849394499395
"552","Italy Serie A",10167,"PAR","Parma",810.953623973864,841.865040868864,741.352348573675,717.673700874301,769.971728263145
"553","Italy Serie A",9875,"NAP","Napoli",818.558999283772,847.895505103944,786.288726327383,741.31263349639,765.346150653682
"554","Italy Serie A",8686,"ROM","Roma",848.848950817701,881.120962602213,781.455967412217,743.906547619048,797.500965007215
"555","Italy Serie A",8564,"ACM","Milan",846.253727234297,890.228414987383,809.019311091741,772.867137574002,785.833801953002
"556","Spain LIGA BBVA",10267,"VAL","Valencia CF",850.328072739837,887.35616392087,778.788058064529,788.134027013439,727.504606028136
"557","Spain LIGA BBVA",8315,"BIL","Athletic Club de Bilbao",838.697239421196,884.230816585109,786.997754625894,744.301673414305,760.225789089918
"558","Spain LIGA BBVA",8603,"BET","Real Betis Balompié",798.293975802642,835.583571171457,760.912376775315,791.894516058654,680.842402699749
"559","Spain LIGA BBVA",8370,"RAY","Rayo Vallecano",798.366059664973,830.525939205722,753.756249294184,744.586849708263,741.583411914173
"560","Spain LIGA BBVA",8661,"MAL","RCD Mallorca",782.732955494798,821.680318219792,770.404847345637,728.312803789777,734.539543935597
"561","Spain LIGA BBVA",7878,"GRA","Granada CF",792.001006432906,828.146552103123,759.086047496216,730.488322820375,754.432846829398
"562","Spain LIGA BBVA",8371,"OSA","CA Osasuna",780.83504496457,806.341990688352,754.028094479256,699.78533713024,724.520425788298
"563","Spain LIGA BBVA",8633,"REA","Real Madrid CF",912.479572129973,945.310150635119,832.609270257592,820.228336697448,737.649533548766
"564","Spain LIGA BBVA",9783,"COR","RC Deportivo de La Coruña",804.665130763203,841.197387476977,711.461536723624,725.633982036935,652.613274816213
"565","Spain LIGA BBVA",8394,"ZAR","Real Zaragoza",793.539616157263,829.348575498575,787.382541423718,724.978496231437,734.528310904782
"566","Spain LIGA BBVA",8560,"SOC","Real Sociedad",801.848903907771,838.700074626619,774.077190038117,724.476791726792,719.808695597139
"567","Spain LIGA BBVA",10281,"VAL","Real Valladolid",792.968210115721,822.581064035082,742.30171615491,729.741755226283,697.484565985406
"568","Spain LIGA BBVA",8634,"BAR","FC Barcelona",931.210213943762,961.891720215269,814.238046791918,817.613295271037,713.674224485192
"569","Spain LIGA BBVA",8305,"GET","Getafe CF",811.578739272423,849.226678818258,722.977961064277,711.884316852738,753.512930811878
"570","Spain LIGA BBVA",8302,"SEV","Sevilla FC",837.79829705972,882.068370209637,815.004330404148,776.869847067902,739.669540774442
"571","Spain LIGA BBVA",9906,"AMA","Atlético Madrid",877.85252030105,914.846454743514,812.695088136265,798.358065953654,772.935284214696
"572","Spain LIGA BBVA",9910,"CEL","RC Celta de Vigo",770.878772914666,819.046655174492,756.457443316718,745.742550418826,669.296313030234
"573","Spain LIGA BBVA",9864,"MAL","Málaga CF",837.308889445309,874.188630021111,781.735723528153,732.227083107288,755.105752799819
"574","Spain LIGA BBVA",8558,"ESP","RCD Espanyol",806.832579701001,848.703015186568,752.656997607656,747.124089726063,727.037889011573
"575","Spain LIGA BBVA",8661,"MAL","RCD Mallorca",784.925937950938,820.268037518038,755.356601731602,709.733856421356,729.697438672439
"576","Spain LIGA BBVA",9864,"MAL","Málaga CF",836.381503334258,860.867262951791,758.338697838415,750.292035130096,726.451060085986
"577","Spain LIGA BBVA",8305,"GET","Getafe CF",809.683011811479,841.752935170601,719.348561478356,737.939370494748,738.974063881707
"578","Spain LIGA BBVA",8371,"OSA","CA Osasuna",780.806428843849,811.475015558219,774.543274036541,687.523483194702,719.346363008972
"579","Spain LIGA BBVA",10267,"VAL","Valencia CF",846.105328246707,887.842624506043,776.097686698137,809.046470089499,751.436238149431
"580","Spain LIGA BBVA",8302,"SEV","Sevilla FC",833.424993892299,877.265202788822,819.25093673899,798.813285981929,740.698952539148
"581","Spain LIGA BBVA",8633,"REA","Real Madrid CF",889.18736726956,921.716271217324,773.390112319297,750.933913306082,742.112241119833
"582","Spain LIGA BBVA",8394,"ZAR","Real Zaragoza",788.143767561415,825.563288563289,760.154092095269,729.870193423135,722.298518474989
"583","Spain LIGA BBVA",9906,"AMA","Atlético Madrid",876.248143196673,913.790899187958,811.073876015053,812.263789859378,771.492523271935
"584","Spain LIGA BBVA",9783,"COR","RC Deportivo de La Coruña",804.665130763203,841.197387476977,711.461536723624,725.633982036935,652.613274816213
"585","Spain LIGA BBVA",8370,"RAY","Rayo Vallecano",798.366059664973,830.525939205722,753.756249294184,744.586849708263,741.583411914173
"586","Spain LIGA BBVA",9910,"CEL","RC Celta de Vigo",783.075425385003,823.664733587307,740.943283792032,766.975498172826,662.305093723225
"587","Spain LIGA BBVA",8603,"BET","Real Betis Balompié",796.906958596959,836.253292263292,768.879469419469,769.937811077811,703.013308913309
"588","Spain LIGA BBVA",8634,"BAR","FC Barcelona",918.555928229477,949.838386881935,825.769475363346,826.985200032942,721.789938770906
"589","Spain LIGA BBVA",8315,"BIL","Athletic Club de Bilbao",824.947674203804,872.931686150326,787.888189408503,737.990369066479,721.843180394266
"590","Spain LIGA BBVA",7878,"GRA","Granada CF",792.578846077873,823.808940547257,770.342018203257,734.89384328684,716.730913320904
"591","Spain LIGA BBVA",8581,"LEV","Levante UD",806.7281122261,834.907764711325,735.404434510162,682.589966618604,768.185035522032
"592","Spain LIGA BBVA",10281,"VAL","Real Valladolid",789.10807682511,816.944284298953,757.093318775317,733.483537681015,685.585759001006
"593","Italy Serie A",9878,"PES","Pescara",738.825202351412,792.49167700579,720.115236913624,719.729380834219,704.41547397495
"594","Italy Serie A",8636,"INT","Inter",864.281691094046,893.372026089759,800.82364594632,768.345889124813,757.987892008532
"595","Italy Serie A",8686,"ROM","Roma",843.469349384651,884.349833515782,773.525458194424,749.955628638603,779.652045392347
"596","Italy Serie A",9875,"NAP","Napoli",858.060139730571,881.249534944456,792.806301543147,795.824612239518,746.506736167867
"597","Italy Serie A",8543,"LAZ","Lazio",852.669365034442,875.236117506115,758.230785711902,775.526330400136,775.698422790116
"598","Italy Serie A",8535,"FIO","Fiorentina",849.633601413026,884.833377189569,752.437812875574,793.551022761023,709.313410400106
"599","Italy Serie A",8551,"SIE","Siena",746.420111969677,788.619133373916,703.96896419853,716.753524738742,656.098383374905
"600","Italy Serie A",8600,"UDI","Udinese",818.877665345171,849.117077924651,766.591580026533,681.246632495806,756.206885419533
"601","Italy Serie A",8529,"CAG","Cagliari",806.951297682796,864.569600833488,748.708233302511,774.933633328424,750.027070387163
"602","Italy Serie A",10233,"GEN","Genoa",814.693164182792,842.53902139075,733.560043027228,696.043238371812,747.018404466905
"603","Italy Serie A",8524,"ATA","Atalanta",800.62661352056,840.2381007345,749.800452646619,702.428962627001,745.741858827967
"604","Italy Serie A",8540,"PAL","Palermo",798.259525632418,837.518095955543,764.281520043189,709.442808573526,735.620564935604
"605","Italy Serie A",10167,"PAR","Parma",807.340495563322,840.889776733255,728.626846425759,717.755231699797,735.782180486528
"606","Italy Serie A",9882,"SAM","Sampdoria",804.126895120465,859.574358619713,782.713777803103,772.632576446684,728.6725164885
"607","Italy Serie A",8533,"CHI","Chievo Verona",794.86845240698,831.89300764324,729.803277804842,681.647832643818,775.868029863856
"608","Italy Serie A",9885,"JUV","Juventus",900.777740522965,932.251632964519,832.012798566136,768.827595540151,813.800149899264
"609","Italy Serie A",8530,"CAT","Catania",801.154741656472,830.73074970638,717.413734708272,701.379597850634,757.947122751086
"610","Italy Serie A",9804,"TOR","Torino",802.389462519063,831.596954398361,749.054341321782,730.232828007846,734.779484692225
"611","France Ligue 1",8481,"NAN","AS Nancy-Lorraine",755.924396273661,810.343733554028,711.428751803752,637.494095365419,670.897140522876
"612","France Ligue 1",8639,"LIL","LOSC Lille",819.075576071526,862.046518858716,783.280165296184,746.291159740336,727.562144224959
"613","France Ligue 1",9748,"LYO","Olympique Lyonnais",842.1703935077,875.620600737081,755.087054262415,734.248381204135,752.167656201541
"614","France Ligue 1",8521,"BRE","Stade Brestois 29",722.343986805249,792.10170462922,721.816156199322,719.528766769866,656.087050346454
"615","France Ligue 1",7794,"BAS","SC Bastia",776.273565003553,803.300551740858,702.68065484755,670.664883336586,708.938043739074
"616","France Ligue 1",8689,"LOR","FC Lorient",772.683763071032,821.580110746405,740.975041877926,712.954811230072,689.040284263679
"617","France Ligue 1",9837,"REI","Stade de Reims",764.580673493173,812.161363636364,739.358104395605,703.201731601732,704.573842823843
"618","France Ligue 1",9853,"ETI","AS Saint-Étienne",824.949065088136,871.358222307998,780.589278172951,703.021374897114,735.365494808494
"619","France Ligue 1",9831,"NIC","OGC Nice",758.702910285748,817.540565181069,736.950851906802,725.519467704937,700.132461449052
"620","France Ligue 1",9941,"TOU","Toulouse FC",796.135858772246,851.280247883051,779.135690581283,754.885480651283,727.849636545364
"621","France Ligue 1",10242,"TRO","ES Troyes AC",743.378998674222,789.095321940116,756.008576089983,717.811150006659,669.237602762946
"622","France Ligue 1",8592,"MAR","Olympique de Marseille",830.76457750978,868.861704396132,804.748002512426,783.443938195737,762.786713551757
"623","France Ligue 1",10249,"MON","Montpellier Hérault SC",801.261128364389,842.017210144928,738.683682712215,730.988095238095,716.447787267081
"624","France Ligue 1",9827,"BOR","Girondins de Bordeaux",822.790859999293,865.631804408041,724.088482652613,778.783248653451,703.149815117694
"625","France Ligue 1",9847,"PSG","Paris Saint-Germain",885.731490319191,922.220070907,813.835058199233,814.928772450643,779.284937729854
"626","France Ligue 1",9851,"REN","Stade Rennais FC",789.554501180782,846.641589683357,741.136528589538,735.104306662657,690.110470822452
"627","France Ligue 1",9873,"VAL","Valenciennes FC",766.650740740741,811.450092592593,713.932962962963,667.349814814815,674.14212962963
"628","France Ligue 1",9874,"SOC","FC Sochaux-Montbéliard",758.325598457299,821.281271232397,744.905428500291,744.645466592658,685.812316452525
"629","Spain LIGA BBVA",9906,"AMA","Atlético Madrid",858.296472792441,905.213332247203,796.477261865972,796.723017812534,748.860535462148
"630","Spain LIGA BBVA",9910,"CEL","RC Celta de Vigo",787.103814539708,826.066168994006,745.86130612058,752.769756546032,671.876066609988
"631","Spain LIGA BBVA",9783,"COR","RC Deportivo de La Coruña",803.058662536294,833.424133030712,729.748064654644,744.547648039095,661.313276489592
"632","Spain LIGA BBVA",8560,"SOC","Real Sociedad",828.487819184027,866.726309758353,772.825330743674,765.079919644626,698.444489044954
"633","Spain LIGA BBVA",8370,"RAY","Rayo Vallecano",802.966059664973,835.648666478449,755.160794748729,758.727758799172,754.874321005082
"634","Spain LIGA BBVA",8558,"ESP","RCD Espanyol",813.453428738183,859.81691898554,712.252956446892,729.851413571808,734.101855429087
"635","Spain LIGA BBVA",8302,"SEV","Sevilla FC",843.998356272302,878.12032636229,802.206334950007,720.201422929481,822.582607674202
"636","Spain LIGA BBVA",8371,"OSA","CA Osasuna",777.662580280132,810.662352704504,778.268430356829,717.720935532812,718.265717806221
"637","Spain LIGA BBVA",8315,"BIL","Athletic Club de Bilbao",838.034958719441,875.989588514933,799.438544099579,747.904743589744,774.146841721497
"638","Spain LIGA BBVA",8633,"REA","Real Madrid CF",904.505135265994,933.993941505104,796.45812272791,798.282800742345,727.230966965695
"639","Spain LIGA BBVA",9864,"MAL","Málaga CF",840.089421765886,866.47509340688,757.22296958817,772.249735792635,726.016935506861
"640","Spain LIGA BBVA",10267,"VAL","Valencia CF",851.992280645222,894.606367577211,753.206553578676,774.586533136661,710.131338460239
"641","Spain LIGA BBVA",7878,"GRA","Granada CF",796.092618517657,828.14964683842,763.648000702535,720.598773646804,714.688246893707
"642","Spain LIGA BBVA",8634,"BAR","FC Barcelona",889.879832310289,926.232085639318,815.336891017867,833.349417304462,721.968681090965
"643","Spain LIGA BBVA",8661,"MAL","RCD Mallorca",793.207487161531,831.683083460657,746.854861641626,699.268939393939,725.643679441474
"644","Spain LIGA BBVA",10281,"VAL","Real Valladolid",788.550660557167,817.441891954456,766.638773320771,732.847174044652,692.588151345503
"645","Spain LIGA BBVA",8305,"GET","Getafe CF",818.201339370187,857.329383475271,738.433012941391,732.100711150463,701.449281837778
"646","Spain LIGA BBVA",8603,"BET","Real Betis Balompié",794.412067669173,839.731332497911,733.400392648287,719.948011695906,695.858249791145
"647","England Premier League",10260,"MUN","Manchester United",879.993661723881,902.339177468092,734.155376327332,790.714693741183,677.127044994678
"648","England Premier League",8472,"SUN","Sunderland",816.109329322259,851.273657713589,806.384510605506,727.671898835972,755.497261571804
"649","England Premier League",8455,"CHE","Chelsea",887.665524927094,923.360784238539,814.713378636472,817.582853899643,697.62855978883
